SAP_STORECODE,NAME,REGION,STATE,BRAND,SUBBRAND,CATEGORY,SUBCLASS,STYLECODE,ITEM_ID,ITEMSIZE,COLOR,SEASON,GENDER,QUALITY,INVOICE_DATE,QUANTITY,UNITMRP,NETAMT,DISCOUNT,TOTAL_MRP,INVOICETYPE,FASHION
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CASUAL SHIRTS,CASUAL SHIRTS_SUB,ARW1014,ARW1014_XL,XL,BLUE,SS25,M,Q1,2026-03-27,2,2800,4200,1400,5600,SALES,FASHION
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CASUAL SHIRTS,CASUAL SHIRTS_SUB,ARW1014,ARW1014_XL,XL,BLUE,SS25,M,Q1,2026-03-28,6,2800,13800,3000,16800,SALES,FASHION
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CASUAL SHIRTS,CASUAL SHIRTS_SUB,ARW1014,ARW1014_XL,XL,BLUE,SS25,M,Q1,2026-04-05,1,2800,2400,400,2800,SALES,FASHION
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CASUAL SHIRTS,CASUAL SHIRTS_SUB,ARW1014,ARW1014_XL,XL,BLUE,SS25,M,Q1,2026-04-06,5,2800,11500,2500,14000,SALES,FASHION
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CASUAL SHIRTS,CASUAL SHIRTS_SUB,ARW1014,ARW1014_XL,XL,BLACK,SS25,M,Q1,2026-04-07,5,2800,11000,3000,14000,SALES,FASHION
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CASUAL SHIRTS,CASUAL SHIRTS_SUB,ARW1014,ARW1014_XL,XL,BLACK,SS25,M,Q1,2026-04-12,6,2800,13200,3600,16800,SALES,FASHION
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CASUAL SHIRTS,CASUAL SHIRTS_SUB,ARW1014,ARW1014_XXL,XXL,BLACK,SS25,M,Q1,2026-03-18,5,2800,9500,4500,14000,SALES,FASHION
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CASUAL SHIRTS,CASUAL SHIRTS_SUB,ARW1014,ARW1014_XXL,XXL,GREY,SS25,M,Q1,2026-03-19,4,2800,8800,2400,11200,SALES,FASHION
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CASUAL SHIRTS,CASUAL SHIRTS_SUB,ARW1014,ARW1014_XXL,XXL,NAVY,SS25,M,Q1,2026-03-20,1,2800,1800,1000,2800,SALES,FASHION
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CASUAL SHIRTS,CASUAL SHIRTS_SUB,ARW1014,ARW1014_XXL,XXL,BLACK,SS25,M,Q1,2026-03-21,2,2800,3600,2000,5600,SALES,FASHION
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CASUAL SHIRTS,CASUAL SHIRTS_SUB,ARW1014,ARW1014_XXL,XXL,BLACK,SS25,M,Q1,2026-03-22,2,2800,4800,800,5600,SALES,FASHION
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CASUAL SHIRTS,CASUAL SHIRTS_SUB,ARW1014,ARW1014_XXL,XXL,NAVY,SS25,M,Q1,2026-03-23,6,2800,11400,5400,16800,SALES,FASHION
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CASUAL SHIRTS,CASUAL SHIRTS_SUB,ARW1014,ARW1014_XXL,XXL,BLUE,SS25,M,Q1,2026-03-24,5,2800,9500,4500,14000,SALES,FASHION
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CASUAL SHIRTS,CASUAL SHIRTS_SUB,ARW1014,ARW1014_XXL,XXL,BLUE,SS25,M,Q1,2026-03-25,4,2800,9200,2000,11200,SALES,FASHION
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CASUAL SHIRTS,CASUAL SHIRTS_SUB,ARW1014,ARW1014_XXL,XXL,BLACK,SS25,M,Q1,2026-03-26,5,2800,11500,2500,14000,SALES,FASHION
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CASUAL SHIRTS,CASUAL SHIRTS_SUB,ARW1014,ARW1014_XXL,XXL,BLUE,SS25,M,Q1,2026-03-28,4,2800,8400,2800,11200,SALES,FASHION
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CASUAL SHIRTS,CASUAL SHIRTS_SUB,ARW1014,ARW1014_XXL,XXL,WHITE,SS25,M,Q1,2026-04-01,6,2800,12000,4800,16800,SALES,FASHION
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CASUAL SHIRTS,CASUAL SHIRTS_SUB,ARW1014,ARW1014_XXL,XXL,GREY,SS25,M,Q1,2026-04-03,6,2800,12000,4800,16800,SALES,FASHION
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CASUAL SHIRTS,CASUAL SHIRTS_SUB,ARW1014,ARW1014_XXL,XXL,BLACK,SS25,M,Q1,2026-04-04,1,2800,1900,900,2800,SALES,FASHION
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CASUAL SHIRTS,CASUAL SHIRTS_SUB,ARW1014,ARW1014_XXL,XXL,WHITE,SS25,M,Q1,2026-04-05,4,2800,8800,2400,11200,SALES,FASHION
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CASUAL SHIRTS,CASUAL SHIRTS_SUB,ARW1014,ARW1014_XXL,XXL,WHITE,SS25,M,Q1,2026-04-07,6,2800,11400,5400,16800,SALES,FASHION
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CASUAL SHIRTS,CASUAL SHIRTS_SUB,ARW1014,ARW1014_XXL,XXL,NAVY,SS25,M,Q1,2026-04-10,5,2800,12500,1500,14000,SALES,FASHION
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CASUAL SHIRTS,CASUAL SHIRTS_SUB,ARW1014,ARW1014_XXL,XXL,WHITE,SS25,M,Q1,2026-04-12,6,2800,14400,2400,16800,SALES,FASHION
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_S,S,GREY,SS25,M,Q1,2026-03-19,4,3500,11600,2400,14000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_S,S,NAVY,SS25,M,Q1,2026-03-20,3,3500,9300,1200,10500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_S,S,NAVY,SS25,M,Q1,2026-03-22,3,3500,9300,1200,10500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_S,S,BLUE,SS25,M,Q1,2026-03-23,6,3500,18000,3000,21000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_S,S,NAVY,SS25,M,Q1,2026-03-24,2,3500,5400,1600,7000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_S,S,NAVY,SS25,M,Q1,2026-03-25,5,3500,11500,6000,17500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_S,S,GREY,SS25,M,Q1,2026-03-26,1,3500,2900,600,3500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_S,S,GREY,SS25,M,Q1,2026-03-27,5,3500,15500,2000,17500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_S,S,BLACK,SS25,M,Q1,2026-03-28,3,3500,9000,1500,10500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_S,S,BLACK,SS25,M,Q1,2026-03-30,3,3500,9000,1500,10500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_S,S,BLUE,SS25,M,Q1,2026-04-02,2,3500,5600,1400,7000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_S,S,WHITE,SS25,M,Q1,2026-04-03,3,3500,9000,1500,10500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_S,S,NAVY,SS25,M,Q1,2026-04-04,1,3500,2900,600,3500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_S,S,BLACK,SS25,M,Q1,2026-04-08,6,3500,14400,6600,21000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_S,S,NAVY,SS25,M,Q1,2026-04-09,1,3500,2900,600,3500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_S,S,BLACK,SS25,M,Q1,2026-04-10,5,3500,13500,4000,17500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_S,S,BLUE,SS25,M,Q1,2026-04-11,5,3500,12500,5000,17500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_M,M,BLACK,SS25,M,Q1,2026-03-17,6,3500,16200,4800,21000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_M,M,NAVY,SS25,M,Q1,2026-03-18,3,3500,9000,1500,10500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_M,M,WHITE,SS25,M,Q1,2026-03-19,4,3500,10400,3600,14000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_M,M,BLACK,SS25,M,Q1,2026-03-20,6,3500,17400,3600,21000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_M,M,GREY,SS25,M,Q1,2026-03-22,6,3500,16800,4200,21000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_M,M,BLACK,SS25,M,Q1,2026-03-23,6,3500,18600,2400,21000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_M,M,BLUE,SS25,M,Q1,2026-03-24,5,3500,13500,4000,17500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_M,M,WHITE,SS25,M,Q1,2026-03-25,4,3500,10800,3200,14000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_M,M,GREY,SS25,M,Q1,2026-03-26,5,3500,14500,3000,17500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_M,M,BLACK,SS25,M,Q1,2026-03-27,2,3500,6200,800,7000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_M,M,NAVY,SS25,M,Q1,2026-03-28,3,3500,8700,1800,10500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_M,M,GREY,SS25,M,Q1,2026-03-29,1,3500,2600,900,3500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_M,M,BLUE,SS25,M,Q1,2026-04-01,5,3500,11500,6000,17500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_M,M,WHITE,SS25,M,Q1,2026-04-02,4,3500,10400,3600,14000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_M,M,BLUE,SS25,M,Q1,2026-04-04,6,3500,15600,5400,21000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_M,M,BLACK,SS25,M,Q1,2026-04-05,5,3500,15000,2500,17500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_M,M,BLUE,SS25,M,Q1,2026-04-07,5,3500,15000,2500,17500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_M,M,NAVY,SS25,M,Q1,2026-04-10,2,3500,5800,1200,7000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_M,M,NAVY,SS25,M,Q1,2026-04-12,2,3500,5200,1800,7000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_L,L,WHITE,SS25,M,Q1,2026-03-17,5,3500,13500,4000,17500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_L,L,BLACK,SS25,M,Q1,2026-03-18,2,3500,5000,2000,7000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_L,L,BLACK,SS25,M,Q1,2026-03-20,4,3500,11600,2400,14000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_L,L,BLUE,SS25,M,Q1,2026-03-21,2,3500,6200,800,7000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_L,L,NAVY,SS25,M,Q1,2026-03-22,5,3500,13000,4500,17500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_L,L,WHITE,SS25,M,Q1,2026-03-24,2,3500,5800,1200,7000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_L,L,BLUE,SS25,M,Q1,2026-03-25,6,3500,15000,6000,21000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_L,L,BLACK,SS25,M,Q1,2026-03-26,5,3500,13500,4000,17500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_L,L,BLUE,SS25,M,Q1,2026-03-27,4,3500,10800,3200,14000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_L,L,WHITE,SS25,M,Q1,2026-03-28,2,3500,6200,800,7000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_L,L,BLUE,SS25,M,Q1,2026-03-31,6,3500,13800,7200,21000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_L,L,GREY,SS25,M,Q1,2026-04-01,4,3500,9600,4400,14000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_L,L,GREY,SS25,M,Q1,2026-04-05,1,3500,2600,900,3500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_L,L,NAVY,SS25,M,Q1,2026-04-07,6,3500,15600,5400,21000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_L,L,NAVY,SS25,M,Q1,2026-04-08,6,3500,15000,6000,21000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_L,L,WHITE,SS25,M,Q1,2026-04-09,4,3500,9600,4400,14000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_L,L,WHITE,SS25,M,Q1,2026-04-11,5,3500,14000,3500,17500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_L,L,BLUE,SS25,M,Q1,2026-04-13,6,3500,13800,7200,21000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XL,XL,BLACK,SS25,M,Q1,2026-03-17,4,3500,9600,4400,14000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XL,XL,WHITE,SS25,M,Q1,2026-03-18,4,3500,11600,2400,14000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XL,XL,NAVY,SS25,M,Q1,2026-03-21,6,3500,16800,4200,21000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XL,XL,NAVY,SS25,M,Q1,2026-03-22,5,3500,11500,6000,17500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XL,XL,WHITE,SS25,M,Q1,2026-03-23,4,3500,11600,2400,14000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XL,XL,BLUE,SS25,M,Q1,2026-03-24,5,3500,12000,5500,17500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XL,XL,BLUE,SS25,M,Q1,2026-03-26,3,3500,7500,3000,10500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XL,XL,BLACK,SS25,M,Q1,2026-03-28,1,3500,2500,1000,3500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XL,XL,NAVY,SS25,M,Q1,2026-03-29,6,3500,16800,4200,21000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XL,XL,BLUE,SS25,M,Q1,2026-03-31,5,3500,14000,3500,17500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XL,XL,WHITE,SS25,M,Q1,2026-04-04,2,3500,6000,1000,7000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XL,XL,GREY,SS25,M,Q1,2026-04-05,3,3500,7500,3000,10500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XL,XL,BLUE,SS25,M,Q1,2026-04-06,2,3500,6000,1000,7000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XL,XL,GREY,SS25,M,Q1,2026-04-08,3,3500,9300,1200,10500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XL,XL,GREY,SS25,M,Q1,2026-04-10,1,3500,2600,900,3500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XL,XL,GREY,SS25,M,Q1,2026-04-11,5,3500,13000,4500,17500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XL,XL,WHITE,SS25,M,Q1,2026-04-12,1,3500,2600,900,3500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XL,XL,NAVY,SS25,M,Q1,2026-04-13,5,3500,14500,3000,17500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XXL,XXL,BLACK,SS25,M,Q1,2026-03-18,2,3500,6000,1000,7000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XXL,XXL,NAVY,SS25,M,Q1,2026-03-19,1,3500,2600,900,3500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XXL,XXL,GREY,SS25,M,Q1,2026-03-20,1,3500,3100,400,3500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XXL,XXL,NAVY,SS25,M,Q1,2026-03-22,3,3500,7800,2700,10500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XXL,XXL,BLACK,SS25,M,Q1,2026-03-27,1,3500,3100,400,3500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XXL,XXL,GREY,SS25,M,Q1,2026-03-28,4,3500,9600,4400,14000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XXL,XXL,BLACK,SS25,M,Q1,2026-03-30,4,3500,12000,2000,14000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XXL,XXL,BLUE,SS25,M,Q1,2026-03-31,4,3500,10800,3200,14000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XXL,XXL,NAVY,SS25,M,Q1,2026-04-02,6,3500,13800,7200,21000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XXL,XXL,BLACK,SS25,M,Q1,2026-04-04,6,3500,15600,5400,21000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XXL,XXL,NAVY,SS25,M,Q1,2026-04-05,3,3500,8700,1800,10500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XXL,XXL,GREY,SS25,M,Q1,2026-04-07,2,3500,5200,1800,7000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XXL,XXL,BLUE,SS25,M,Q1,2026-04-08,6,3500,16200,4800,21000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XXL,XXL,WHITE,SS25,M,Q1,2026-04-10,3,3500,6900,3600,10500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XXL,XXL,WHITE,SS25,M,Q1,2026-04-11,4,3500,10400,3600,14000,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1015,ARW1015_XXL,XXL,GREY,SS25,M,Q1,2026-04-13,5,3500,11500,6000,17500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1016,ARW1016_S,S,BLACK,SS25,M,Q1,2026-03-19,2,2100,3000,1200,4200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1016,ARW1016_S,S,WHITE,SS25,M,Q1,2026-03-21,5,2100,8000,2500,10500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1016,ARW1016_S,S,NAVY,SS25,M,Q1,2026-03-22,3,2100,5100,1200,6300,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1016,ARW1016_S,S,BLACK,SS25,M,Q1,2026-03-24,2,2100,3600,600,4200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1016,ARW1016_S,S,BLUE,SS25,M,Q1,2026-03-26,4,2100,6000,2400,8400,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1016,ARW1016_S,S,NAVY,SS25,M,Q1,2026-03-27,6,2100,9600,3000,12600,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1016,ARW1016_S,S,WHITE,SS25,M,Q1,2026-03-29,4,2100,5600,2800,8400,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1016,ARW1016_S,S,NAVY,SS25,M,Q1,2026-03-31,6,2100,9000,3600,12600,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1016,ARW1016_S,S,BLACK,SS25,M,Q1,2026-04-01,2,2100,3200,1000,4200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1016,ARW1016_S,S,WHITE,SS25,M,Q1,2026-04-04,2,2100,3400,800,4200,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1016,ARW1016_S,S,BLUE,SS25,M,Q1,2026-04-05,4,2100,6400,2000,8400,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1016,ARW1016_S,S,BLACK,SS25,M,Q1,2026-04-07,5,2100,9000,1500,10500,SALES,CORE
8194,MG Road|BLR,KAR,Karnataka,Arrow,Arrow,CHINOS,CHINOS_SUB,ARW1016,ARW1016_S,S,WHITE,SS25,M,Q1,2026-04-09,1,2100,1700,400,2100,SALES,CORE
